股票代码,营业收入,营业利润,利润总额,净利润,总资产,固定资产,净资产收益率,每股净资产,每股资本公积,每股收益,年度
300205.SZ,1791779939.08,103159750.52,101061105.49,86442430.75,3285529940.48,417394111.73,5.9883,3.459,1.468,0.201,2022
300655.SZ,1745800096.85,198735365.73,197954459.14,163360321.18,3215655537.25,698867219.72,9.1583,3.1658,1.3206,0.28,2022
300375.SZ,1697758870.05,61145781.33,60196351.28,75712702.6,2723083367.89,565979141.49,3.9584,2.9091,0.3749,0.11,2022
002264.SZ,3021899377.18,238679112.13,225211249.69,204797058.92,2674162323.38,3545228.86,16.2701,2.0235,1.8015,0.3,2022
002038.SZ,1050165426.33,263317181.59,259351797.45,234404162.05,5875839869.74,462556151.57,4.349,5.3225,0.0427,0.23,2022
301078.SZ,8520163477.19,160109008.53,141053484.28,122108569.52,7856961372.64,711070423.81,4.2034,2.6635,1.0003,0.1122,2022
300393.SZ,9576794499.36,642305049.78,635469988.44,401387963.71,17003275808.79,2775252624.53,11.0363,3.5661,1.7842,0.37,2022
603629.SH,2025425217.56,76148009.83,75566837.41,65916492.05,2877254677.6,663085575.38,4.1085,8.9655,5.907,0.36,2022
688319.SH,547480719.0,41616500.26,43648644.59,26577086.57,1478871193.65,233931685.64,3.0791,2.1754,1.4335,0.0656,2022
300722.SZ,340748595.57,75355264.03,74066189.12,66390392.03,688247559.5,200767645.94,12.7791,2.8067,0.4798,0.35,2022
002856.SZ,1667193794.58,-175307776.41,-178156697.55,-143140539.58,2249399519.5,43809147.54,-23.8627,3.9482,3.3145,-1.06,2022
688400.SH,2748782749.05,129217613.68,129827683.0,187536801.3,5007045116.53,431394887.87,6.8801,8.3947,6.2968,0.46,2022
688048.SH,385601459.4,117474787.54,117223872.14,119263888.23,3496011408.75,285542982.5,6.1575,23.8676,21.2338,0.9382,2022
300159.SZ,2143660923.48,91555342.52,87470378.32,76567028.04,3299014159.15,1180865700.81,54.9976,0.1042,2.222,0.0514,2022
605333.SH,3277890484.64,30737896.45,30300078.44,41066275.45,4484859067.95,1238532573.37,3.6711,3.402,1.8052,0.1,2022
300523.SZ,2398875103.46,107965699.64,107266075.21,6886167.88,4450067457.48,146329537.61,0.4825,6.1472,3.345,0.03,2022
002592.SZ,552438373.58,7949221.09,7397127.34,13517394.11,1187940899.74,249828950.71,1.8256,2.7031,3.8163,0.05,2022
000567.SZ,1062882496.33,768760529.16,775331573.55,700140558.11,7941768258.98,5308996.56,14.1494,5.5451,3.296,0.7531,2022
300706.SZ,694831276.76,21448448.38,21407229.93,14083603.32,1422054432.23,584611179.87,1.8962,4.8502,2.8006,0.09,2022
300745.SZ,1515316496.31,-38333043.72,-35720670.9,-28046537.62,3018380149.4,146026318.81,-2.3798,9.4884,7.7565,-0.24,2022
688560.SH,1741534018.57,144372181.7,141200872.82,104898278.52,3749275141.5,378035162.65,4.6083,15.5827,11.5361,0.63,2022
300663.SZ,1176195193.91,14311746.58,13529243.97,21621283.3,2922382504.72,28395767.71,1.833,2.4646,0.7506,0.05,2022
002481.SZ,2381327771.4,-358770672.02,-358183189.32,-310986002.54,3923893284.71,1779114989.71,-12.2379,1.91,0.3671,-0.25,2022
000012.SZ,15198706998.0,2263249853.0,2278874947.0,2037202500.0,25904013306.0,11243236175.0,16.7778,4.1863,0.1944,0.66,2022
300083.SZ,4526902727.94,462070056.26,412604696.59,335027659.45,8798563744.65,755656113.14,8.6712,2.7629,3.1934,0.24,2022
603348.SH,5229573973.7,314249075.53,263827117.76,237577946.16,7350644115.64,2557626899.3,8.2423,11.439,7.235,0.92,2022
688029.SH,1980143475.59,364162110.03,367872129.82,330590444.02,3894020049.96,283192732.83,10.719,17.1715,10.1916,1.7655,2022
002227.SZ,311918353.19,-40054755.0,-40727589.57,-40331920.28,1554735492.66,344879636.94,-3.601,4.4381,2.59,-0.1628,2022
000719.SZ,9628853462.39,1082715882.51,1083263193.15,1032184666.31,15801201227.13,1396661223.4,10.6794,9.6238,2.6998,1.01,2022
688090.SH,1005934510.46,-86907700.81,-88069994.73,-62731772.26,1775976599.81,327695175.62,-6.9178,12.9091,9.8595,-0.93,2022
688272.SH,110891094.7,-87326117.84,-84099966.94,-87641440.52,748961427.23,10391428.11,-13.8844,7.6816,6.2213,-1.15,2022
301238.SZ,6134955777.34,1025805571.84,1030513182.59,776904489.03,10204213083.19,875665181.81,16.7205,9.1891,5.0441,1.21,2022
002700.SZ,583076201.19,83361241.91,83069606.63,77957839.83,940967195.4,280562876.07,11.7236,1.6627,0.0559,0.19,2022
605598.SH,885105171.25,190712103.26,190130896.81,156791304.31,1857511707.53,261318650.68,10.5617,9.0565,4.0309,0.91,2022
000032.SZ,51051921142.62,1183677165.11,1185054832.09,-162254738.9,52840413844.9,4385020329.42,-2.7966,4.8946,2.5731,-0.1425,2022
300491.SZ,639156922.66,42321952.19,42365483.07,44335425.65,1556480775.37,163975058.66,4.4809,5.8286,3.3833,0.26,2022
600351.SH,2718134785.52,123547836.01,125647490.2,104655073.39,4131067057.38,1342533452.75,3.5494,3.8572,1.2407,0.1359,2022
300651.SZ,474438281.16,46824990.6,45785113.3,38473019.98,1278104579.93,310181892.74,5.1134,5.6656,1.5518,0.3,2022
688380.SH,636793746.12,53652227.69,53406121.5,59177336.48,3369252746.57,32029702.54,2.6309,7.9627,4.6507,0.17,2022
688656.SH,320391835.14,47566496.24,46478573.89,41651124.73,944558621.25,144042640.75,5.3758,12.3627,8.7318,0.66,2022
002128.SZ,26792900343.99,5675838411.55,5583740322.9,3986811621.16,42120916882.5,21812592811.76,18.1707,12.2252,1.4131,2.07,2022
300735.SZ,4179780237.98,401682976.16,400452323.67,301136162.03,5817519978.1,1837983814.25,6.6835,5.9471,3.4425,0.39,2022
300787.SZ,2385940927.15,376390209.05,375595366.18,325987527.0,2708990647.19,945747699.31,22.3474,10.1889,2.953,2.1567,2022
000031.SZ,39578691796.06,-579095328.47,-431462555.4,-2882769952.94,214432267769.07,3519758775.95,-16.8383,3.5934,2.0156,-0.67,2022
002508.SZ,10271500571.04,1775047404.06,1772972604.29,1572404918.21,15039825287.53,1622235227.74,17.1291,10.2552,0.432,1.67,2022
300811.SZ,1065677399.27,218576399.71,213351057.57,193062125.65,2248586872.34,538294640.36,14.7385,14.8288,7.8196,1.85,2022
300641.SZ,1924373830.56,66176830.09,65169625.56,55834983.73,2219768521.22,618148543.69,3.6636,3.053,0.9542,0.11,2022
688498.SH,282905278.42,110021058.56,110030736.57,100316964.59,2295683768.92,396845571.46,7.3845,35.0412,30.5863,2.23,2022
300020.SZ,1611887360.75,76298886.8,74745989.13,69393888.85,6564708565.83,212148959.92,1.9978,5.3315,2.3632,0.11,2022
002385.SZ,32396746022.43,376207221.45,317557762.16,55601766.41,31174429135.15,10472462146.52,0.5175,2.5969,0.3057,0.01,2022
002339.SZ,2199111876.3,-2462413.52,4402955.19,-27892193.04,3872093600.54,298280095.75,-1.5759,3.4309,0.955,-0.06,2022
600288.SH,2322158555.2,70672468.32,78008693.87,69538693.57,3593014047.53,217195294.56,3.8506,4.181,0.4629,0.1592,2022
603261.SH,369766977.63,44177079.77,41544550.27,35094813.64,1184471702.25,108542928.36,5.0148,11.1626,6.8393,0.48,2022
688279.SH,322972933.77,142927104.82,143144423.99,142001194.05,2372931180.71,4716074.54,10.6109,24.4151,20.1973,1.68,2022
605108.SH,1670461421.66,124010453.37,123316722.57,93598496.48,2901653256.2,781338768.09,4.7375,7.6388,2.8538,0.36,2022
300364.SZ,1179551867.74,-360281456.23,-359830502.57,-362017092.44,1864833071.02,26246610.23,-26.6547,1.5678,3.4496,-0.4947,2022
688316.SH,304971021.01,-235911763.19,-244092703.78,-244235848.1,600303396.41,143822355.96,-53.3546,6.9397,24.663,-5.15,2022
301236.SZ,19103690330.76,985689577.96,1008436016.15,973320003.95,15062705793.47,703071501.56,12.8603,15.8326,10.5101,1.59,2022
300942.SZ,686897476.53,98107417.54,94886178.21,82965490.95,1282455601.74,83985636.2,8.6891,2.4071,0.4458,0.21,2022
001324.SZ,517613969.43,67169565.07,76115499.3,66654987.89,737858783.08,63230525.39,15.278,4.5328,1.2861,0.64,2022
000826.SZ,7099606284.86,-451813310.36,-681742951.19,-963683767.73,26629025192.75,2164497858.65,-11.9638,4.2099,4.7634,-0.758,2022
603569.SH,3957605741.43,-11806283.08,17963809.92,17967068.06,5424746734.12,1040274926.51,0.7558,3.8841,0.6621,0.03,2022
605266.SH,7514444233.35,445384175.61,440737856.07,363352149.44,9385265346.27,905468299.89,16.2008,25.9762,14.0323,3.77,2022
688390.SH,4710236539.05,695140623.14,690084661.75,649288216.9,5798746253.67,900641752.13,33.1827,18.3238,8.0663,5.2702,2022
920433.BJ,157678436.36,8871247.85,18137837.34,14873108.35,646151101.29,88080484.45,2.9174,1.8491,0.5201,0.05,2022
600802.SH,2590538797.73,-367207751.8,-373047700.27,-242636496.68,4193456629.14,2459597251.64,-14.0047,3.3497,0.4257,-0.53,2022
600778.SH,1440209648.95,-142934259.2,-172711387.0,-218342076.75,4254841663.1,1617020427.07,-49.3563,1.0711,1.2961,-0.701,2022
920207.BJ,376938273.63,20169766.3,20487025.93,19919035.5,475303178.23,25377042.19,6.9305,3.7855,1.4977,0.25,2022
603068.SH,713221412.08,-244999160.75,-244955630.28,-238060644.74,2019656840.36,142304029.06,-12.4434,11.9651,9.7979,-1.58,2022
000622.SZ,246280695.1,-15142637.95,-13406521.21,-13256049.3,326892174.85,11819989.57,-6.597,0.457,0.4616,-0.0312,2022
601006.SH,75757671668.0,16900538127.0,16799810680.0,11196257454.0,202297024457.0,87062314482.0,8.8618,8.4029,1.5706,0.75,2022
002147.SZ,1037717270.38,-1401011442.59,-2198842328.8,-2223199861.76,5132452315.09,349088102.9,,-1.1261,1.3687,-1.2161,2022
300931.SZ,426877614.49,-100201681.65,-100871075.61,-79792692.1,1070094604.95,82186172.94,-10.7083,2.8878,1.0552,-0.3323,2022
688165.SH,1327507642.24,-220173196.74,-225872893.88,-172868061.02,3325773007.73,249766462.0,-9.5313,3.356,3.9039,-0.33,2022
300377.SZ,1372700995.78,47515636.77,44231186.69,61499687.16,3317089445.67,753560027.67,2.0579,3.985,2.1896,0.0818,2022
688538.SH,4190881465.68,-1603276363.69,-1601792093.47,-1601792093.47,30893232346.13,18236035820.61,-9.6484,1.1379,0.4209,-0.12,2022
688027.SH,134727502.63,-78826811.08,-79027792.45,-86200135.09,1942725530.21,238868280.77,-5.2283,20.3522,16.8803,-1.07,2022
688561.SH,6222788172.46,-20403254.6,-22682465.74,57011214.96,13758541801.57,1275729171.27,0.5744,14.5922,18.1296,0.08,2022
600792.SH,7540978549.39,-192800641.91,-178790616.37,-181038272.23,9401644676.45,1768933732.18,-5.5317,3.2111,2.2981,-0.18,2022
920378.BJ,256159254.99,20202287.02,21512021.19,19093285.47,498298885.9,110488982.94,6.152,2.5316,0.5786,0.15,2022
600559.SH,4653101198.15,934693102.59,935036502.89,707596714.46,8917638472.35,1754835984.0,17.5342,4.7516,1.6283,0.78,2022
920914.BJ,905612245.35,56290774.01,57690619.2,53457015.15,977395883.11,106627223.89,8.1321,8.6738,3.7606,0.69,2022
920802.BJ,182049954.1,37858598.9,37938624.13,34796370.52,391277271.65,110461481.42,10.9149,6.4529,1.1765,0.6679,2022
600169.SH,8039613648.63,212082971.65,244450784.14,215972950.5,31586301256.83,4231498060.97,4.624,1.4279,0.6574,0.0648,2022
603387.SH,1821860703.15,563255534.44,559979148.61,498909980.4,3677437948.24,459118365.78,21.7444,4.8949,0.6275,0.98,2022
000507.SZ,5250269933.74,584682524.43,579990741.35,306560593.1,20910884206.68,7145491489.04,5.122,5.3973,1.4891,0.3333,2022
002338.SZ,627063933.71,101979198.71,101495709.79,81793106.37,1931047733.2,290971208.89,7.8717,4.7365,1.8053,0.34,2022
002322.SZ,969871211.99,243994258.58,241385628.9,214627367.84,3502513148.34,411050676.31,7.1463,8.1325,4.3558,0.57,2022
600617.SH,15438112226.85,23362508.54,30422617.66,63672425.51,31084376229.98,20051893141.13,1.7594,2.6443,1.0207,0.05,2022
002613.SZ,1496187606.2,38973275.77,40455463.52,35528552.37,2295150379.6,335398183.07,2.2487,1.7365,0.2906,0.0379,2022
300315.SZ,1212934668.42,108918900.82,118467949.28,96181474.42,5203619255.49,13843540.52,2.1961,1.657,1.3162,0.04,2022
000613.SZ,22800774.46,-8805928.56,-10373811.62,-10373811.62,74307165.99,31154444.69,-16.0997,0.1627,0.1617,-0.0285,2022
603515.SH,7269976498.0,873324832.58,886307661.53,784113938.05,8695398041.33,800393087.94,13.2363,8.0363,1.2132,1.04,2022
688152.SH,400356233.03,135636820.57,139281934.32,128649231.1,1466446173.39,6636833.43,15.2973,25.0151,17.8241,3.08,2022
920351.BJ,2115094905.48,73944571.54,73709430.58,48701773.44,866889017.43,67258820.72,13.8764,4.9881,2.1132,0.7125,2022
603918.SH,863748335.05,17530180.98,16419885.38,17938012.7,1668018243.05,51214478.58,1.6247,2.9416,0.9994,0.05,2022
300322.SZ,1545732661.62,-114111463.34,-119006578.88,-86605158.85,2994159895.95,685287170.48,-6.6422,2.6431,1.3176,-0.19,2022
920436.BJ,490586344.48,-35336022.58,-35348287.12,-23959050.2,779267624.75,124534754.28,-5.1861,4.6382,2.8102,-0.25,2022
003005.SZ,440219130.51,46039773.64,53529972.14,50270945.08,1854965762.41,136514703.34,3.4188,9.9709,4.9909,0.4065,2022
688170.SH,568452971.58,68387259.41,68180938.93,67401477.69,1614021786.08,147991275.33,7.1355,12.6714,9.1618,0.71,2022
920670.BJ,71427286.01,-4605667.93,-5196138.03,-4244601.6,271427639.42,44760875.04,-1.7298,2.2631,0.5091,-0.04,2022
920505.BJ,133658874.79,21737585.47,22143939.14,20565774.76,357800498.38,35999511.99,8.9003,6.6828,3.7761,0.61,2022
300840.SZ,616381997.2,89115924.64,93009458.95,85326956.94,1583094940.68,302631858.95,8.1831,4.5064,1.6922,0.36,2022
300891.SZ,1512481275.68,14935742.36,6179194.51,14171148.11,2447893199.66,625420268.45,1.0703,3.1911,0.9525,0.04,2022
605188.SH,2249947030.06,24830663.96,26764897.67,18809520.3,2666543142.68,712740025.75,1.7061,2.2288,0.6573,0.04,2022
603197.SH,4777714295.69,305089920.16,303289438.83,214137024.85,6615059904.32,1385289229.81,9.1181,11.9633,5.1113,1.04,2022
300622.SZ,962236989.55,90943235.64,92838602.54,75162301.76,975398854.28,29054228.85,11.2044,3.9471,1.4275,0.44,2022
300977.SZ,571827627.36,17855732.86,17599748.31,15678515.2,1650779087.71,4336579.13,1.128,13.5413,9.4613,0.15,2022
688171.SH,139462360.1,34977582.4,44193618.15,38576320.77,869126123.96,596451.46,6.9024,9.9088,7.0984,0.47,2022
301033.SZ,195252385.91,41347066.8,39962439.99,35891785.18,744919499.58,316033174.88,6.1112,9.1213,6.6026,0.54,2022
000930.SZ,19918051356.78,1350156214.13,1359888119.93,1058864667.31,18100294856.56,8403563205.92,9.0127,6.4869,3.2888,0.57,2022
300260.SZ,2620064139.02,401767431.7,395127663.2,344790636.72,3681595686.84,797682168.01,24.0709,7.0487,2.463,1.52,2022
603656.SH,479346811.28,6421995.26,22585443.6,21563193.5,1326227415.14,298930713.73,2.1841,6.4047,2.2071,0.14,2022
603908.SH,1435830775.55,174351734.13,175745557.6,140622935.57,1341137932.05,40503696.36,28.0521,8.0079,3.4381,2.11,2022
920299.BJ,97859985.15,26197743.56,28340956.54,25116163.34,313684607.5,38969827.4,11.6634,3.0576,1.0446,0.31,2022
000565.SZ,468843671.21,49978477.49,50059972.15,52445355.59,1610216265.98,277455365.72,4.0925,2.9963,0.1419,0.12,2022
000955.SZ,837502494.04,-137084670.18,-126495813.93,-120440704.3,1057896887.5,319034875.91,-15.9807,1.288,0.9101,-0.2237,2022
603739.SH,1163162781.39,102903965.65,102187225.47,69842007.67,2578847636.98,555451474.28,4.299,6.5151,2.7931,0.28,2022
002738.SZ,8041223930.72,3810080276.61,3812522207.19,3294833834.41,11482451154.99,956176953.31,56.9057,16.2319,5.8048,7.2111,2022
300132.SZ,2917366476.48,-796511181.55,-802186874.73,-742420713.32,3194595271.44,445301382.27,-42.2456,2.6701,2.2502,-1.4372,2022
920367.BJ,211150421.69,53831867.72,53523712.13,46322272.63,353875321.26,96252785.36,18.1416,5.4368,2.6021,0.9,2022
920249.BJ,2578303266.5,126277407.55,125576393.68,110530874.43,1892592352.97,96968379.58,15.3657,1.8868,0.1535,0.28,2022
605008.SH,2371757038.7,192272036.35,189406713.51,180457476.53,3810126731.34,1745447550.79,9.4313,3.1194,0.5421,0.28,2022
920429.BJ,635055782.19,65031238.14,65564481.68,57613654.83,997468500.09,332463513.68,8.9089,5.9397,2.2398,0.54,2022
688305.SH,315441224.14,64930203.55,65256077.54,60453778.02,1336344355.21,148870976.63,6.557,11.0693,8.1707,0.6589,2022
300843.SZ,1170389274.27,59190337.01,58356931.08,59751935.29,1913169305.0,267662735.36,5.9868,6.7203,2.6798,0.4,2022
300827.SZ,2338541793.58,77345836.21,76557731.5,81564868.27,4615016490.83,255058701.06,8.5118,4.108,1.3095,0.34,2022
603496.SH,770528339.76,69705551.14,74902693.15,76222048.03,1707746437.86,153807811.45,6.2474,5.5571,2.5928,0.3835,2022
601985.SH,71285600843.64,19645177875.65,19569774848.11,9009829595.17,464619975273.09,269029543467.26,10.9367,4.3816,1.4477,0.468,2022
300645.SZ,1065042890.31,65203263.16,64138024.78,71213381.66,2419211604.33,508227787.17,8.1603,7.0885,3.1706,0.52,2022
300049.SZ,1008765862.03,192670890.49,191625099.05,97871370.77,2522739840.86,148177410.48,6.3865,5.8748,2.5553,0.3721,2022
002956.SZ,1327240533.13,123400370.37,122841872.73,108780806.29,1921081279.41,333597475.56,7.8822,6.3077,3.0653,0.49,2022
300210.SZ,203949044.55,-199691834.79,-200904904.57,-244853209.26,1190313679.24,279659792.86,-35.4222,1.1755,0.3997,-0.51,2022
603999.SH,1291467307.93,84407140.18,86725357.91,85975725.17,2448154482.09,193796132.74,4.6181,3.2358,0.4256,0.15,2022
603038.SH,772759131.94,7171305.11,7237414.36,10657947.57,2033305559.15,469813740.9,0.7988,6.4582,2.2314,0.05,2022
920047.BJ,64654602.85,-67181379.22,-64649420.57,-67616828.07,345231281.15,44951248.57,-30.6828,0.77,0.916,-0.26,2022
002597.SZ,7250498388.15,1947915480.1,1922436314.51,1695005774.45,10340843944.46,2751087372.91,26.3313,12.2857,0.6398,3.05,2022
300652.SZ,647896411.43,118124525.61,119935891.37,103752685.09,1516917915.23,218299015.34,9.218,12.1093,6.2523,1.07,2022
002696.SZ,3213988743.45,62670548.82,62652377.58,62338831.59,2890431931.03,692563444.84,4.4646,4.0856,2.367,0.18,2022
603709.SH,722041281.78,-39426971.1,-39993976.25,-41883943.49,1109839488.21,428414029.0,-7.0818,7.1048,4.2754,-0.52,2022
002150.SZ,1678033563.44,237286728.07,239737631.78,149041316.5,2146937809.02,430875736.43,9.7845,4.4115,0.9575,0.42,2022
600037.SH,2441683052.82,340906971.0,338965852.52,334333242.77,16157110907.76,4143242494.92,2.5787,9.4129,4.7102,0.2402,2022
920371.BJ,892433820.83,33743110.85,34157741.6,35805928.6,513354474.43,196916569.98,9.6862,2.5276,0.3912,0.23,2022
603006.SH,1231165229.87,193735972.61,194057680.42,147999877.56,2290443669.56,560782659.16,10.4791,5.656,0.3758,0.58,2022
002517.SZ,3725534470.42,1340619057.95,1384274406.75,1025171420.91,5776447493.31,21111622.6,26.0268,2.0775,0.3466,0.49,2022
603268.SH,270825900.34,-174247069.81,-175836141.45,-170561741.47,650780742.24,219075995.42,-61.5586,1.5458,1.962,-1.37,2022
300949.SZ,480130439.13,-50684393.2,-50762344.34,-51682531.78,1478238499.78,108926692.11,-4.4066,19.1095,12.0639,-0.86,2022
000518.SZ,270149197.6,-54157365.4,-53606381.74,-48792770.94,738078462.55,51512722.92,-8.3889,0.5412,0.0346,-0.0474,2022
300871.SZ,1022900792.34,59156949.33,56709500.4,52706475.48,2989114303.25,1165570619.64,3.3356,8.5184,5.2819,0.3186,2022
603976.SH,796198292.56,58841812.61,58550293.55,64765035.84,2007660704.19,710427637.04,5.5115,7.6709,3.6747,0.43,2022
688409.SH,1544463324.83,273263751.18,267365136.06,245638859.35,6640477308.74,1065340580.48,8.6295,22.2188,19.2464,1.45,2022
920970.BJ,156983059.01,15580731.79,19918611.43,18147189.57,433317187.05,167657563.77,6.3515,6.4006,2.5196,0.37,2022
603206.SH,3931649947.19,241746491.99,240670339.8,213544590.65,4521489630.53,73350000.82,14.3076,6.8292,4.1349,0.76,2022
601020.SH,564223352.33,139616394.98,146943985.37,149689596.67,5329613228.27,1640320396.88,5.4073,4.993,1.2521,0.27,2022
600939.SH,49313894215.5,236353188.73,233074705.28,151408433.98,82068396361.96,1524794310.2,1.5611,4.1045,0.8621,-0.01,2022
603185.SH,21909436577.75,3411160162.27,3330338368.54,3033161085.7,21034081384.47,4693426303.2,30.3672,30.5113,17.1257,7.824,2022
002606.SZ,1206022248.07,205024808.57,205338345.65,180720433.19,2075235095.66,276946990.12,12.636,3.4414,0.5743,0.41,2022
600230.SH,4913578828.66,457729085.37,457613413.19,420098445.46,7047755800.94,3989709179.62,10.881,9.4078,1.3557,1.0206,2022
920834.BJ,257244177.34,43483256.1,43447084.61,36955547.03,414614415.23,71297008.19,14.9232,2.8052,0.9232,0.37,2022
603160.SH,3383952172.0,-983352039.77,-998634825.74,-747641878.56,9426673348.88,361288281.73,-9.0776,16.9804,3.9098,-1.63,2022
603680.SH,3534201841.59,172264755.76,174820814.94,198429242.95,8760834491.59,1076732626.87,4.1396,6.1602,2.047,0.25,2022
300749.SZ,1073442509.07,19045805.17,19325216.81,24664394.82,1586241818.46,505197888.31,3.4529,3.5239,1.2436,0.12,2022
301166.SZ,1195124205.48,128714055.14,128517688.85,106485089.72,2478722776.83,39688823.97,5.0161,24.8944,19.8299,1.23,2022
300050.SZ,467986680.94,-373188279.63,-358672532.23,-376489117.06,1058746068.8,159798139.19,-44.3229,1.2279,3.2031,-0.6723,2022
